# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.9558   0.6120   0.2746   Upper   A0 ^ -> Y v    g132897
0.6899   0.6120   0.2979   Upper   A1 ^ -> Y v    g132893
0.9558   0.6120   0.3037   Upper   A0 ^ -> Y v    g132893
0.6390   0.6120   0.2671   Upper   A1 ^ -> Y v    g132880
0.9558   0.6120   0.2855   Upper   A0 ^ -> Y v    g132880
0.6790   0.6120   0.2950   Upper   B1 v -> Y ^    g132876
0.6698   0.6120   0.3064   Upper   A1 ^ -> Y v    g132876
0.9558   0.6120   0.3188   Upper   A0 ^ -> Y v    g132876
0.6418   0.6120   0.2353   Upper   B1 v -> Y ^    g132875
0.6272   0.6120   0.2546   Upper   A1 ^ -> Y v    g132875
0.9558   0.6120   0.2765   Upper   A0 ^ -> Y v    g132875
0.6561   0.6120   0.3047   Upper   B1 v -> Y ^    g132877
0.6618   0.6120   0.3164   Upper   A1 ^ -> Y v    g132877
0.9558   0.6120   0.3330   Upper   A0 ^ -> Y v    g132877
0.6736   0.6120   0.3349   Upper   B v -> Y ^    g75701__5107
0.6790   0.6120   0.2237   Upper   A1 v -> Y ^    g132881
0.9558   0.6120   0.2860   Upper   A0 ^ -> Y v    g132881
0.9558   0.6120   0.2707   Upper   B ^ -> Y v    g132968
0.6736   0.6120   0.3306   Upper   B v -> Y ^    g75700__2398
0.6736   0.6120   0.3108   Upper   B v -> Y ^    g75699__5477
0.9558   0.6120   0.2647   Upper   B ^ -> Y v    g132967
0.6390   0.6120   0.2343   Upper   B1 ^ -> Y v    g132896
0.7204   0.6120   0.2774   Upper   A1 ^ -> Y v    g132896
0.9558   0.6120   0.2762   Upper   A0 ^ -> Y v    g132896
0.6736   0.6120   0.2463   Upper   B v -> Y ^    g75709__6783
0.7203   0.6120   0.2618   Upper   A ^ -> Y v    g75709__6783
0.9558   0.6120   0.2764   Upper   B ^ -> Y v    g132969
0.9558   0.6120   0.2645   Upper   B ^ -> Y v    g132966
0.6736   0.6120   0.3660   Upper   B v -> Y ^    g75708__5526
0.6418   0.6120   0.3571   Upper   A v -> Y ^    g75708__5526
0.6736   0.6120   0.3676   Upper   B v -> Y ^    g75711__1617
0.6561   0.6120   0.3626   Upper   A v -> Y ^    g75711__1617
0.6736   0.6120   0.3599   Upper   B v -> Y ^    g75702__6260
0.6150   0.6120   0.3436   Upper   A v -> Y ^    g75702__6260
0.6736   0.6120   0.2339   Upper   B v -> Y ^    g75698__6417
0.6377   0.6120   0.2242   Upper   C0 ^ -> Y v    g133095
0.6377   0.6120   0.2238   Upper   C0 ^ -> Y v    g133094
0.6377   0.6120   0.2313   Upper   C0 ^ -> Y v    g133093
0.6377   0.6120   0.2364   Upper   C0 ^ -> Y v    g133092
0.6377   0.6120   0.2197   Upper   B1 ^ -> Y v    g133554
0.6984   0.6120   0.2273   Upper   S0 ^ -> Y v    g133574
0.8383   0.6120   0.2641   Upper   A v -> Y ^    inc_add_1637_34_g1169
0.8383   0.6120   0.2993   Upper   D v -> Y ^    inc_add_1637_34_g1165
0.8383   0.6120   0.3013   Upper   B v -> Y ^    inc_add_1637_34_g1160
0.6984   0.6120   0.2270   Upper   S0 ^ -> Y v    g133584
0.8548   0.6120   0.2042   Upper   B v -> Y v    g133764
0.6520   0.6120   0.6312   Upper   B v -> Y ^    g133051
0.6617   0.6120   0.1530   Upper   A ^ -> Y v    g133636
0.6723   0.6120   0.1007   Upper   B0 ^ -> Y ^    g133543
0.6723   0.6120   0.0854   Upper   B0 ^ -> Y ^    g133527
0.6723   0.6120   0.0815   Upper   B0 ^ -> Y ^    g133539
0.6723   0.6120   0.0917   Upper   B0 ^ -> Y ^    g133540
0.6722   0.6120   0.0921   Upper   B0 ^ -> Y ^    g133531
0.6722   0.6120   0.0855   Upper   B0 ^ -> Y ^    g133541
0.7013   0.6120   0.2073   Upper   B0 ^ -> Y v    g131292
0.7013   0.6120   0.1960   Upper   A ^ -> Y v    g132307
0.9545   0.6120   0.2665   Upper   B v -> Y ^    g132632
0.9545   0.6120   0.2640   Upper   B v -> Y ^    g132634
0.9546   0.6120   0.2696   Upper   B v -> Y ^    g132636
0.9546   0.6120   0.2686   Upper   B v -> Y ^    g132638
0.9546   0.6120   0.2603   Upper   B v -> Y ^    g132639
0.9546   0.6120   0.2719   Upper   B v -> Y ^    g132640
0.9546   0.6120   0.2786   Upper   B v -> Y ^    g132641
0.9546   0.6120   0.2769   Upper   B v -> Y ^    g132642
0.9546   0.6120   0.2650   Upper   B v -> Y ^    g132646
0.9545   0.6120   0.2609   Upper   B v -> Y ^    g132648
0.9545   0.6120   0.2667   Upper   B v -> Y ^    g132650
0.9545   0.6120   0.2716   Upper   B v -> Y ^    g132649
0.9546   0.6120   0.2934   Upper   B v -> Y ^    g132645
0.9546   0.6120   0.2733   Upper   B v -> Y ^    g132644
0.9546   0.6120   0.2669   Upper   B v -> Y ^    g132643
0.9545   0.6120   0.2610   Upper   B v -> Y ^    g132647
0.9546   0.6120   0.2686   Upper   B v -> Y ^    g132637
0.9546   0.6120   0.2728   Upper   B v -> Y ^    g132635
0.9545   0.6120   0.2618   Upper   B v -> Y ^    g132633
0.8397   0.6120   0.1323   Upper   A1N v -> Y v    g132615
0.8397   0.6120   0.1186   Upper   A1N v -> Y v    g132614
0.8397   0.6120   0.1118   Upper   A1N v -> Y v    g132613
0.8397   0.6120   0.1258   Upper   A1N v -> Y v    g132612
0.8048   0.6120   0.3674   Upper   C0 v -> Y ^    g132572
0.8048   0.6120   0.3746   Upper   C0 v -> Y ^    g132555
0.6150   0.6120   0.2966   Upper   A0 v -> Y ^    g132555
0.8048   0.6120   0.3196   Upper   B0 v -> Y ^    g132888
0.6612   0.6120   0.2986   Upper   A1 ^ -> Y v    g132888
0.9558   0.6120   0.3127   Upper   A0 ^ -> Y v    g132888
0.8048   0.6120   0.3710   Upper   C0 v -> Y ^    g132558
0.6790   0.6120   0.3019   Upper   A0 v -> Y ^    g132558
0.8048   0.6120   0.2780   Upper   B0 v -> Y ^    g132887
0.6561   0.6120   0.2121   Upper   A1 v -> Y ^    g132887
0.9558   0.6120   0.2792   Upper   A0 ^ -> Y v    g132887
0.8048   0.6120   0.3613   Upper   C0 v -> Y ^    g132556
0.6561   0.6120   0.2896   Upper   A0 v -> Y ^    g132556
0.8048   0.6120   0.3643   Upper   C0 v -> Y ^    g132559
0.7146   0.6120   0.2810   Upper   A0 ^ -> Y v    g132559
0.8048   0.6120   0.3063   Upper   B0 v -> Y ^    g133181
0.8048   0.6120   0.3898   Upper   C0 v -> Y ^    g132552
0.8048   0.6120   0.2708   Upper   B0 v -> Y ^    g132894
0.9558   0.6120   0.2747   Upper   A0 ^ -> Y v    g132894
0.8048   0.6120   0.3679   Upper   C0 v -> Y ^    g132550
0.0083   0.0168   0.1021   Lower   B0 v -> Y ^    g75652__1881
0.0071   0.0168   0.1019   Lower   A0 v -> Y ^    g75652__1881
0.0091   0.0168   0.1186   Lower   B0 v -> Y ^    g75651__6131
0.0069   0.0168   0.1177   Lower   A0 v -> Y ^    g75651__6131
0.0072   0.0168   0.1063   Lower   B0 v -> Y ^    g75649__8246
0.0065   0.0168   0.1059   Lower   A0 v -> Y ^    g75649__8246
0.6617   0.6120   0.0941   Upper   B0 ^ -> Y ^    g133105
0.0091   0.0168   0.1087   Lower   B0 v -> Y ^    g133555
0.0063   0.0168   0.1082   Lower   A0 v -> Y ^    g133555
0.0114   0.0168   0.1097   Lower   B0 v -> Y ^    g133533
0.0068   0.0168   0.1093   Lower   A0 v -> Y ^    g133533
0.0100   0.0168   0.1398   Lower   B0 v -> Y ^    g133522
0.0065   0.0168   0.1380   Lower   A0 v -> Y ^    g133522
0.6617   0.6120   0.0916   Upper   B0 ^ -> Y ^    g133106
0.8975   0.6120   0.1087   Upper   B1 ^ -> Y ^    g133104
0.6617   0.6120   0.0946   Upper   B0 ^ -> Y ^    g133104
0.8130   0.6120   0.3174   Upper   A0 v -> Y ^    g132826
0.7905   0.6120   0.0965   Upper   A0N v -> Y v    g132959
0.7906   0.6120   0.5069   Upper   A v -> Y ^    g133385
0.7906   0.6120   0.0946   Upper   A0N v -> Y v    g132961
0.7906   0.6120   0.3715   Upper   C1 v -> Y ^    g133088
0.7219   0.6120   0.3413   Upper   B0 v -> Y ^    g133088
0.7047   0.6120   0.3063   Upper   A1 v -> Y ^    g133088
0.0077   0.0168   0.2597   Lower   A0 v -> Y ^    g133088
0.7906   0.6120   0.0963   Upper   A0N v -> Y v    g132962
0.7906   0.6120   0.0955   Upper   A0N v -> Y v    g132960
0.7906   0.6120   0.3499   Upper   C1 v -> Y ^    g133097
0.7219   0.6120   0.3203   Upper   B0 v -> Y ^    g133097
0.7046   0.6120   0.2849   Upper   A1 v -> Y ^    g133097
0.0063   0.0168   0.2334   Lower   A0 v -> Y ^    g133097
0.7906   0.6120   0.0936   Upper   A0N v -> Y v    g132963
0.7906   0.6120   0.3604   Upper   C1 v -> Y ^    g133087
0.7219   0.6120   0.3302   Upper   B0 v -> Y ^    g133087
0.7047   0.6120   0.2950   Upper   A1 v -> Y ^    g133087
0.0089   0.0168   0.2459   Lower   A0 v -> Y ^    g133087
0.7906   0.6120   0.0985   Upper   A0N v -> Y v    g132948
0.7906   0.6120   0.3667   Upper   C1 v -> Y ^    g133089
0.7219   0.6120   0.3365   Upper   B0 v -> Y ^    g133089
0.7047   0.6120   0.3014   Upper   A1 v -> Y ^    g133089
0.0079   0.0168   0.2537   Lower   A0 v -> Y ^    g133089
0.7906   0.6120   0.3461   Upper   C1 v -> Y ^    g133098
0.7219   0.6120   0.3170   Upper   B0 v -> Y ^    g133098
0.7046   0.6120   0.2814   Upper   A1 v -> Y ^    g133098
0.0065   0.0168   0.2292   Lower   A0 v -> Y ^    g133098
0.7906   0.6120   0.3718   Upper   C1 v -> Y ^    g133101
0.7219   0.6120   0.3416   Upper   B0 v -> Y ^    g133101
0.7046   0.6120   0.3066   Upper   A1 v -> Y ^    g133101
0.0060   0.0168   0.2600   Lower   A0 v -> Y ^    g133101
0.7906   0.6120   0.3566   Upper   C1 v -> Y ^    g133090
0.7219   0.6120   0.3264   Upper   B0 v -> Y ^    g133090
0.7047   0.6120   0.2912   Upper   A1 v -> Y ^    g133090
0.0086   0.0168   0.2412   Lower   A0 v -> Y ^    g133090
0.7906   0.6120   0.0967   Upper   A0N v -> Y v    g132947
0.7907   0.6120   0.3498   Upper   C1 v -> Y ^    g133085
0.7219   0.6120   0.3202   Upper   B0 v -> Y ^    g133085
0.7047   0.6120   0.2848   Upper   A1 v -> Y ^    g133085
0.0092   0.0168   0.2333   Lower   A0 v -> Y ^    g133085
0.7907   0.6120   0.3706   Upper   C1 v -> Y ^    g133086
0.7219   0.6120   0.3404   Upper   B0 v -> Y ^    g133086
0.7047   0.6120   0.3054   Upper   A1 v -> Y ^    g133086
0.0115   0.0168   0.2586   Lower   A0 v -> Y ^    g133086
0.7906   0.6120   0.1002   Upper   A0N v -> Y v    g132945
0.7906   0.6120   0.3363   Upper   C1 v -> Y ^    g133100
0.7219   0.6120   0.3088   Upper   B0 v -> Y ^    g133100
0.7046   0.6120   0.2729   Upper   A1 v -> Y ^    g133100
0.0068   0.0168   0.2187   Lower   A0 v -> Y ^    g133100
0.7906   0.6120   0.3441   Upper   C1 v -> Y ^    g133099
0.7219   0.6120   0.3154   Upper   B0 v -> Y ^    g133099
0.7046   0.6120   0.2797   Upper   A1 v -> Y ^    g133099
0.0062   0.0168   0.2270   Lower   A0 v -> Y ^    g133099
0.7907   0.6120   0.3566   Upper   C1 v -> Y ^    g133091
0.7219   0.6120   0.3263   Upper   B0 v -> Y ^    g133091
0.7047   0.6120   0.2911   Upper   A1 v -> Y ^    g133091
0.0092   0.0168   0.2411   Lower   A0 v -> Y ^    g133091
0.7907   0.6120   0.0946   Upper   A0N v -> Y v    g132958
0.8834   0.6120   0.2136   Upper   B0 v -> Y ^    g133068
0.7908   0.6120   0.0936   Upper   A0N v -> Y v    g133068
0.8834   0.6120   0.2271   Upper   B0 v -> Y ^    g133069
0.7907   0.6120   0.1035   Upper   A0N v -> Y v    g133069
0.8834   0.6120   0.2150   Upper   B0 v -> Y ^    g132938
0.7908   0.6120   0.0945   Upper   A0N v -> Y v    g132938
0.8834   0.6120   0.2312   Upper   B0 v -> Y ^    g133070
0.7907   0.6120   0.1067   Upper   A0N v -> Y v    g133070
0.8834   0.6120   0.2165   Upper   B0 v -> Y ^    g133066
0.7908   0.6120   0.0956   Upper   A0N v -> Y v    g133066
0.8834   0.6120   0.2161   Upper   B0 v -> Y ^    g133067
0.7908   0.6120   0.0954   Upper   A0N v -> Y v    g133067
0.8834   0.6120   0.2292   Upper   B0 v -> Y ^    g132933
0.7908   0.6120   0.1051   Upper   A0N v -> Y v    g132933
0.8834   0.6120   0.2163   Upper   B0 v -> Y ^    g133124
0.7908   0.6120   0.0955   Upper   A0N v -> Y v    g133124
0.8834   0.6120   0.2117   Upper   B0 v -> Y ^    g132935
0.7908   0.6120   0.0923   Upper   A0N v -> Y v    g132935
0.8834   0.6120   0.2125   Upper   B0 v -> Y ^    g132934
0.7908   0.6120   0.0928   Upper   A0N v -> Y v    g132934
0.8834   0.6120   0.2338   Upper   B0 v -> Y ^    g132936
0.7908   0.6120   0.1088   Upper   A0N v -> Y v    g132936
0.7908   0.6120   0.0940   Upper   A0N v -> Y v    g132957
0.8834   0.6120   0.2293   Upper   B0 v -> Y ^    g133065
0.7908   0.6120   0.1052   Upper   A0N v -> Y v    g133065
0.7908   0.6120   0.0943   Upper   A0N v -> Y v    g132956
0.7908   0.6120   0.0943   Upper   A0N v -> Y v    g132954
0.7908   0.6120   0.0925   Upper   A0N v -> Y v    g132949
0.7908   0.6120   0.0918   Upper   A0N v -> Y v    g132955
0.7908   0.6120   0.1004   Upper   A0N v -> Y v    g132950
0.7908   0.6120   0.1010   Upper   A0N v -> Y v    g132951
0.6496   0.6120   0.2094   Upper   A2 v -> Y ^    g132822
0.7008   0.6120   0.2271   Upper   A1 v -> Y ^    g132822
0.8932   0.6120   0.5992   Upper   C0 v -> Y ^    g75665__5477
0.6456   0.6120   0.4057   Upper   B1 ^ -> Y v    g75665__5477
0.0107   0.0168   0.5214   Lower   B0 v -> Y ^    g75665__5477
0.6736   0.6120   0.5360   Upper   A1 v -> Y ^    g75665__5477
0.6272   0.6120   0.3855   Upper   A0 ^ -> Y v    g75665__5477
0.6862   0.6120   0.4389   Upper   C0 v -> Y ^    g75664__6417
0.6456   0.6120   0.3410   Upper   B1 ^ -> Y v    g75664__6417
0.0115   0.0168   0.3622   Lower   B0 v -> Y ^    g75664__6417
0.6736   0.6120   0.3928   Upper   A1 v -> Y ^    g75664__6417
0.6390   0.6120   0.3201   Upper   A0 ^ -> Y v    g75664__6417
0.6456   0.6120   0.5036   Upper   B1 ^ -> Y v    g75663__7410
0.0092   0.0168   0.7479   Lower   B0 v -> Y ^    g75663__7410
0.6736   0.6120   0.7506   Upper   A1 v -> Y ^    g75663__7410
0.6797   0.6120   0.4967   Upper   A0 ^ -> Y v    g75663__7410
0.6456   0.6120   0.5308   Upper   B1 ^ -> Y v    g75662__1666
0.0100   0.0168   0.8086   Lower   B0 v -> Y ^    g75662__1666
0.6736   0.6120   0.8091   Upper   A1 v -> Y ^    g75662__1666
0.6696   0.6120   0.5244   Upper   A0 ^ -> Y v    g75662__1666
0.7814   0.6120   0.6825   Upper   C0 v -> Y ^    g75661__2346
0.6456   0.6120   0.4534   Upper   B1 ^ -> Y v    g75661__2346
0.0110   0.0168   0.6341   Lower   B0 v -> Y ^    g75661__2346
0.6736   0.6120   0.6415   Upper   A1 v -> Y ^    g75661__2346
0.7837   0.6120   0.5901   Upper   C0 v -> Y ^    g75660__2883
0.6456   0.6120   0.4077   Upper   B1 ^ -> Y v    g75660__2883
0.0113   0.0168   0.5265   Lower   B0 v -> Y ^    g75660__2883
0.6736   0.6120   0.5406   Upper   A1 v -> Y ^    g75660__2883
0.8012   0.6120   0.5916   Upper   C0 v -> Y ^    g75659__9945
0.6456   0.6120   0.4074   Upper   B1 ^ -> Y v    g75659__9945
0.0106   0.0168   0.5257   Lower   B0 v -> Y ^    g75659__9945
0.6736   0.6120   0.5400   Upper   A1 v -> Y ^    g75659__9945
0.8989   0.6120   0.4446   Upper   C0 v -> Y ^    g75658__9315
0.6456   0.6120   0.3246   Upper   B1 ^ -> Y v    g75658__9315
0.0104   0.0168   0.3223   Lower   B0 v -> Y ^    g75658__9315
0.6736   0.6120   0.3573   Upper   A1 v -> Y ^    g75658__9315
0.6698   0.6120   0.3067   Upper   A0 ^ -> Y v    g75658__9315
0.8783   0.6120   0.6010   Upper   C0 v -> Y ^    g75655__7482
0.6456   0.6120   0.4074   Upper   B1 ^ -> Y v    g75655__7482
0.0121   0.0168   0.5260   Lower   B0 v -> Y ^    g75655__7482
0.6736   0.6120   0.5401   Upper   A1 v -> Y ^    g75655__7482
0.6612   0.6120   0.3928   Upper   A0 ^ -> Y v    g75655__7482
0.8451   0.6120   0.5943   Upper   C0 v -> Y ^    g75654__5115
0.6456   0.6120   0.4061   Upper   B1 ^ -> Y v    g75654__5115
0.0118   0.0168   0.5227   Lower   B0 v -> Y ^    g75654__5115
0.6736   0.6120   0.5370   Upper   A1 v -> Y ^    g75654__5115
0.7146   0.6120   0.4003   Upper   A0 ^ -> Y v    g75654__5115
0.8752   0.6120   0.5992   Upper   C0 v -> Y ^    g75650__7098
0.6456   0.6120   0.4067   Upper   B1 ^ -> Y v    g75650__7098
0.0124   0.0168   0.5242   Lower   B0 v -> Y ^    g75650__7098
0.6736   0.6120   0.5384   Upper   A1 v -> Y ^    g75650__7098
0.6618   0.6120   0.3922   Upper   A0 ^ -> Y v    g75650__7098
0.6698   0.6120   0.2765   Upper   C1 ^ -> Y v    g132567
0.8048   0.6120   0.3640   Upper   C0 v -> Y ^    g132567
0.6797   0.6120   0.2737   Upper   A0 ^ -> Y v    g132567
0.6641   0.6120   0.2109   Upper   B0 ^ -> Y v    g132406
0.8049   0.6120   0.2497   Upper   A1 v -> Y ^    g132406
0.6797   0.6120   0.2312   Upper   A0 ^ -> Y v    g132406
0.6272   0.6120   0.3185   Upper   C1 ^ -> Y v    g132566
0.8048   0.6120   0.4512   Upper   C0 v -> Y ^    g132566
0.6696   0.6120   0.3255   Upper   A0 ^ -> Y v    g132566
0.6899   0.6120   0.2284   Upper   B0 ^ -> Y v    g132405
0.8049   0.6120   0.2696   Upper   A1 v -> Y ^    g132405
0.6696   0.6120   0.2426   Upper   A0 ^ -> Y v    g132405
0.6790   0.6120   0.3129   Upper   B1 v -> Y ^    g132886
0.8048   0.6120   0.3452   Upper   B0 v -> Y ^    g132886
0.9558   0.6120   0.3354   Upper   A0 ^ -> Y v    g132886
0.8048   0.6120   0.4111   Upper   C0 v -> Y ^    g132570
0.6641   0.6120   0.2978   Upper   A0 ^ -> Y v    g132570
0.6618   0.6120   0.2889   Upper   C1 ^ -> Y v    g132565
0.8048   0.6120   0.3889   Upper   C0 v -> Y ^    g132565
0.6418   0.6120   0.3428   Upper   B1 v -> Y ^    g132885
0.8048   0.6120   0.3856   Upper   B0 v -> Y ^    g132885
0.9558   0.6120   0.3671   Upper   A0 ^ -> Y v    g132885
0.8048   0.6120   0.4020   Upper   C0 v -> Y ^    g132569
0.6899   0.6120   0.2976   Upper   A0 ^ -> Y v    g132569
0.6612   0.6120   0.2745   Upper   C1 ^ -> Y v    g132564
0.8048   0.6120   0.3646   Upper   C0 v -> Y ^    g132564
0.8048   0.6120   0.2709   Upper   B0 v -> Y ^    g132898
0.6305   0.6120   0.2532   Upper   A1 ^ -> Y v    g132898
0.9558   0.6120   0.2747   Upper   A0 ^ -> Y v    g132898
0.6561   0.6120   0.3335   Upper   B1 v -> Y ^    g132884
0.8048   0.6120   0.3724   Upper   B0 v -> Y ^    g132884
0.9558   0.6120   0.3571   Upper   A0 ^ -> Y v    g132884
0.7146   0.6120   0.2940   Upper   C1 ^ -> Y v    g132563
0.8048   0.6120   0.3740   Upper   C0 v -> Y ^    g132563
0.6150   0.6120   0.3136   Upper   C1 v -> Y ^    g132573
0.8048   0.6120   0.3666   Upper   C0 v -> Y ^    g132573
0.6612   0.6120   0.2711   Upper   A0 ^ -> Y v    g132573
0.6496   0.6120   0.0983   Upper   B0 v -> Y v    g133355
0.6496   0.6120   0.0815   Upper   B0 v -> Y v    g133360
0.6496   0.6120   0.0822   Upper   B0 v -> Y v    g133361
0.6288   0.6120   0.2244   Upper   B0 ^ -> Y v    g132818
0.8049   0.6120   0.2823   Upper   A1 v -> Y ^    g132818
0.6899   0.6120   0.2551   Upper   A0 ^ -> Y v    g132818
0.6305   0.6120   0.3035   Upper   A0 ^ -> Y v    g132571
0.8048   0.6120   0.2488   Upper   B v -> Y ^    g133312
0.7714   0.6120   0.7159   Upper   D v -> Y ^    g132358
0.6927   0.6120   0.3063   Upper   C v -> Y v    g132357
0.7428   0.6120   0.6524   Upper   D v -> Y ^    g132355
0.7040   0.6120   0.3302   Upper   D v -> Y v    g132359
0.8805   0.6120   0.3391   Upper   D v -> Y v    g132356
0.7332   0.6120   0.4020   Upper   C0 v -> Y ^    g75744__8246
0.7385   0.6120   0.3430   Upper   A1 v -> Y ^    g75744__8246
0.6496   0.6120   0.0882   Upper   B0 v -> Y v    g133353
0.6496   0.6120   0.0840   Upper   B0 v -> Y v    g133358
0.6149   0.6120   0.1895   Upper   A v -> Y ^    g133194
0.6984   0.6120   0.2237   Upper   S0 ^ -> Y v    g133571
0.6984   0.6120   0.2181   Upper   S0 ^ -> Y v    g133609
0.6149   0.6120   0.1892   Upper   A v -> Y ^    g133190
0.6984   0.6120   0.2364   Upper   S0 ^ -> Y v    g133588
0.6496   0.6120   0.1040   Upper   B0 v -> Y v    g133354
0.6496   0.6120   0.0824   Upper   B0 v -> Y v    g133352
0.6496   0.6120   0.0804   Upper   B0 v -> Y v    g133357
0.9305   0.6120   0.4150   Upper   A ^ -> Y v    g131801
0.7819   0.6120   0.2093   Upper   B0 ^ -> Y v    g131260
0.9305   0.6120   0.2701   Upper   A1 ^ -> Y v    g131260
0.6224   0.6120   0.2147   Upper   B0 v -> Y ^    g131228
0.9305   0.6120   0.1167   Upper   A1N ^ -> Y ^    g131228
0.7819   0.6120   0.2651   Upper   C0 ^ -> Y v    g131209
0.9305   0.6120   0.3133   Upper   B0 ^ -> Y v    g131209
0.7819   0.6120   0.2801   Upper   C0 ^ -> Y v    g131208
0.9305   0.6120   0.3287   Upper   B0 ^ -> Y v    g131208
0.6215   0.6120   0.3254   Upper   A1 ^ -> Y v    g131208
0.7819   0.6120   0.2748   Upper   C0 ^ -> Y v    g131206
0.9305   0.6120   0.3233   Upper   B0 ^ -> Y v    g131206
0.6215   0.6120   0.3208   Upper   A1 ^ -> Y v    g131206
0.0119   0.0168   0.1882   Lower   B0 v -> Y ^    g132401
0.0069   0.0168   0.1879   Lower   A0 v -> Y ^    g132401
0.0115   0.0168   0.1766   Lower   B0 v -> Y ^    g132403
0.0064   0.0168   0.1765   Lower   A0 v -> Y ^    g132403
0.6387   0.6120   0.1975   Upper   A0 ^ -> Y v    g133081
0.0117   0.0168   0.2071   Lower   B0 v -> Y ^    g132408
0.0061   0.0168   0.2064   Lower   A0 v -> Y ^    g132408
0.7904   0.6120   0.3382   Upper   A0 v -> Y ^    g132398
0.7904   0.6120   0.2402   Upper   B0 v -> Y ^    g132407
0.7013   0.6120   0.2095   Upper   B0 ^ -> Y v    g132531
0.8067   0.6120   0.5485   Upper   A v -> Y ^    g132601
0.6224   0.6120   0.2466   Upper   A1 v -> Y ^    g75694__2883
0.6149   0.6120   0.1975   Upper   A v -> Y ^    g133192
0.6984   0.6120   0.2284   Upper   S0 ^ -> Y v    g133601
0.6149   0.6120   0.1878   Upper   A v -> Y ^    g133217
0.6984   0.6120   0.2181   Upper   S0 ^ -> Y v    g133606
0.6149   0.6120   0.1859   Upper   A v -> Y ^    g133220
0.6984   0.6120   0.2227   Upper   S0 ^ -> Y v    g133600
0.8130   0.6120   0.3130   Upper   A0 v -> Y ^    g132853
0.6720   0.6120   0.2110   Upper   B0 ^ -> Y v    g130975
0.8584   0.6120   0.1057   Upper   AN ^ -> Y ^    g134390
0.8584   0.6120   0.1000   Upper   AN ^ -> Y ^    g131222
0.8584   0.6120   0.1063   Upper   AN ^ -> Y ^    g131219
0.8584   0.6120   0.4413   Upper   B ^ -> Y ^    g131203
0.8584   0.6120   0.1062   Upper   B ^ -> Y ^    g131202
0.8584   0.6120   0.6654   Upper   B ^ -> Y ^    g131201
0.8584   0.6120   0.1090   Upper   B ^ -> Y ^    g131197
0.7444   0.6120   0.2439   Upper   A v -> Y ^    g131254
0.7444   0.6120   0.2682   Upper   B v -> Y ^    g131224
0.7444   0.6120   0.2500   Upper   B v -> Y ^    g131214
0.7444   0.6120   0.3492   Upper   B v -> Y ^    g131212
0.7444   0.6120   0.2133   Upper   B v -> Y ^    g131192
0.7013   0.6120   0.2773   Upper   B0 ^ -> Y v    g131257
0.6943   0.6120   0.2958   Upper   A0 ^ -> Y v    g131257
0.7013   0.6120   0.2727   Upper   B0 ^ -> Y v    g131264
0.6943   0.6120   0.2913   Upper   A0 ^ -> Y v    g131264
0.7013   0.6120   0.3390   Upper   B0 ^ -> Y v    g131263
0.6943   0.6120   0.3571   Upper   A0 ^ -> Y v    g131263
0.7159   0.6120   0.3442   Upper   B1 ^ -> Y v    g131210
0.6524   0.6120   0.3442   Upper   B1 ^ -> Y v    g131207
0.6149   0.6120   0.1979   Upper   A v -> Y ^    g130773
0.6149   0.6120   0.2060   Upper   A v -> Y ^    g130774
0.0089   0.0168   0.3342   Lower   B0 v -> Y ^    g132351
0.0060   0.0168   0.3325   Lower   A0 v -> Y ^    g132351
0.7280   0.6120   0.3456   Upper   B v -> Y ^    g132328
0.0076   0.0168   0.2573   Lower   B0 v -> Y ^    g75641__8428
0.0101   0.0168   0.2563   Lower   A0 v -> Y ^    g75641__8428
0.6199   0.6120   0.2535   Upper   A v -> Y ^    g75639
0.6199   0.6120   0.2919   Upper   C v -> Y ^    g75638__6260
0.6199   0.6120   0.2909   Upper   C v -> Y ^    g75637__5107
0.6199   0.6120   0.3528   Upper   C v -> Y ^    g75636__2398
0.6199   0.6120   0.2795   Upper   C v -> Y ^    g75635__5477
0.6199   0.6120   0.2817   Upper   C v -> Y ^    g75634__6417
0.6199   0.6120   0.2833   Upper   C v -> Y ^    g75631__2346
0.6736   0.6120   0.3140   Upper   B1 v -> Y ^    g75657__6161
0.6790   0.6120   0.3252   Upper   B0 v -> Y ^    g75657__6161
0.8067   0.6120   0.2393   Upper   A v -> Y ^    g132349
0.6720   0.6120   0.1485   Upper   A ^ -> Y ^    g132411
0.6149   0.6120   0.1899   Upper   A v -> Y ^    g133200
0.6984   0.6120   0.2467   Upper   S0 ^ -> Y v    g133569
0.6982   0.6120   0.2463   Upper   S0 ^ -> Y v    g133593
0.6981   0.6120   0.2228   Upper   S0 ^ -> Y v    g133605
0.6984   0.6120   0.2268   Upper   S0 ^ -> Y v    g133603
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133211
0.6149   0.6120   0.2076   Upper   A v -> Y ^    g133199
0.6984   0.6120   0.2449   Upper   S0 ^ -> Y v    g133565
0.8130   0.6120   0.3288   Upper   A0 v -> Y ^    g132828
